tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Anthropology,135,Brigham Young University,Michael,,Searcy,1604977,42,good,TEACHER,PROFESSOR,4.8
Religion,135,Brigham Young University,Travis,,Searle,2716374,11,good,TEACHER,PROFESSOR,3.9
Religion,135,Brigham Young University,Josh,,Sears,2275481,66,good,TEACHER,PROFESSOR,4.6
Business,135,Brigham Young University,Kristie,,Seawright,797002,2,good,TEACHER,PROFESSOR,4.8
German,135,Brigham Young University,David,O,Seay,1892466,1,good,TEACHER,PROFESSOR,5.0
Humanities,135,Brigham Young University,Carl,,Sederholm,458034,47,good,TEACHER,PROFESSOR,4.5
Biology,135,Brigham Young University,Robert,,Seegmiller,313924,22,average,TEACHER,PROFESSOR,2.5
Exercise & Sport Science,135,Brigham Young University,Matthew,,Seeley,832645,26,good,TEACHER,PROFESSOR,4.2
Religion,135,Brigham Young University,Jo Ann,H,Seely,1806286,18,good,TEACHER,PROFESSOR,4.1
Religion,135,Brigham Young University,David,,Seely,264401,73,good,TEACHER,PROFESSOR,4.0
Visual Arts,135,Brigham Young University,Don,,Segmiller,831549,2,average,TEACHER,PROFESSOR,3.0
Accounting,135,Brigham Young University,Timothy,,Seidel,2128129,16,good,TEACHER,PROFESSOR,4.7
Engineering,135,Brigham Young University,Dick,,Selfridge,187735,13,average,TEACHER,PROFESSOR,3.3
Political Science,135,Brigham Young University,Joel,,Selway,1318316,19,good,TEACHER,PROFESSOR,3.7
Chemical Engineering,135,Brigham Young University,DongJin,,Seo,2346541,7,average,TEACHER,PROFESSOR,2.6
Psychology,135,Brigham Young University,Sandra,,Sephton,2778805,4,poor,TEACHER,PROFESSOR,1.0
Computer Science,135,Brigham Young University,Kevin,,Seppi,384993,39,good,TEACHER,PROFESSOR,3.6
Family Life,135,Brigham Young University,Melanie,,Serrao Hill,2225234,8,good,TEACHER,PROFESSOR,3.7
Student Services,135,Brigham Young University,Dixie,,Sevison,2449015,5,good,TEACHER,PROFESSOR,4.6
Health Science,135,Brigham Young University,Melissa,,Sevy,1892283,5,good,TEACHER,PROFESSOR,4.1
Chemistry,135,Brigham Young University,Eric,,Sevy,787561,105,average,TEACHER,PROFESSOR,3.3
Italian,135,Brigham Young University,Tate,,Sexton,2248731,2,good,TEACHER,PROFESSOR,4.0
Religious Studies,135,Brigham Young University,Aaron,,Shade,1992755,2,poor,TEACHER,PROFESSOR,2.0
Sign Language,135,Brigham Young University,Lauren,,Shafer,1953732,14,good,TEACHER,PROFESSOR,4.9
Sociology,135,Brigham Young University,Kevin,,Shafer,2024899,35,good,TEACHER,PROFESSOR,4.2
English,135,Brigham Young University,William,,Shakespeare,188354,22,good,TEACHER,PROFESSOR,3.5
Religion,135,Brigham Young University,Michael,Lyle,Shamo,2243977,17,good,TEACHER,PROFESSOR,4.1
Religious Studies,135,Brigham Young University,Avram,,Shannon,1726354,50,good,TEACHER,PROFESSOR,4.1
Animal Science,135,Brigham Young University,Richard,,Shapiro,2499396,1,average,TEACHER,PROFESSOR,3.0
Accounting,135,Brigham Young University,Ed,,Shardlow,2040666,6,average,TEACHER,PROFESSOR,3.3
Information Systems,135,Brigham Young University,Braden,,Sharp,2563618,4,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Ryan,,Sharp,2408580,295,good,TEACHER,PROFESSOR,5.0
Social Work,135,Brigham Young University,Stacey,,Shaw,2225242,6,good,TEACHER,PROFESSOR,4.3
Art,135,Brigham Young University,Kathleen,,Shaw,2246336,13,good,TEACHER,PROFESSOR,3.5
Communication,135,Brigham Young University,Jeffrey,,Sheets,475099,13,good,TEACHER,PROFESSOR,4.2
Communication,135,Brigham Young University,Bridget,Reynolds,Sheffer,2581292,3,good,TEACHER,PROFESSOR,4.7
Dance,135,Brigham Young University,Kathleen,,Sheffield,789174,21,good,TEACHER,PROFESSOR,4.8
Computer Science,135,Brigham Young University,Monte,,Shelley,743919,3,good,TEACHER,PROFESSOR,4.3
English Language & Literature,135,Brigham Young University,Kimber,,Shepard,2710342,3,good,TEACHER,PROFESSOR,5.0
Languages,135,Brigham Young University,Alvin,,Sherman,433948,25,average,TEACHER,PROFESSOR,3.0
Spanish,135,Brigham Young University,Lin,,Sherman,2147929,4,good,TEACHER,PROFESSOR,4.0
Business,135,Brigham Young University,Michael,,Shields,2396631,5,good,TEACHER,PROFESSOR,4.2
Biology,135,Brigham Young University,Dennis,,Shiozawa,1421632,2,good,TEACHER,PROFESSOR,5.0
Chemistry,135,Brigham Young University,Randall,,Shirts,244474,43,average,TEACHER,PROFESSOR,2.6
Law,135,Brigham Young University,Gladriel,,Shobe,2415532,3,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Ryan,,Shoemaker,509117,3,good,TEACHER,PROFESSOR,5.0
Health Science,135,Brigham Young University,Karen,,Shores,1301231,18,average,TEACHER,PROFESSOR,3.3
Economics,135,Brigham Young University,Mark,,Showalter,626815,97,average,TEACHER,PROFESSOR,3.3
Writing,135,Brigham Young University,Amanda,,Shrum,2106280,1,good,TEACHER,PROFESSOR,5.0
American Studies,135,Brigham Young University,Joan,,Shrum,1038279,50,good,TEACHER,PROFESSOR,3.8
Art,135,Brigham Young University,Rebecca,,Sorge,2323999,3,good,TEACHER,PROFESSOR,4.3
Student Services,135,Brigham Young University,Amy,Raquel,Soto,2384428,10,good,TEACHER,PROFESSOR,4.4
Humanities,135,Brigham Young University,Kristin,H,South,1753822,4,good,TEACHER,PROFESSOR,4.4
Psychology,135,Brigham Young University,Mikle,,South,1052258,79,good,TEACHER,PROFESSOR,3.7
Health Science,135,Brigham Young University,Sherm,,Sowby,1607701,5,good,TEACHER,PROFESSOR,4.6
Humanities,135,Brigham Young University,Debra,,Sowell,359056,38,average,TEACHER,PROFESSOR,3.5
Communication,135,Brigham Young University,Emily,,Spackman,2689151,1,good,TEACHER,PROFESSOR,5.0
Management Communications,135,Brigham Young University,Andy,,Spackman,1931044,51,good,TEACHER,PROFESSOR,4.2
Psychology,135,Brigham Young University,Diane,,Spangler,1210846,3,average,TEACHER,PROFESSOR,2.8
French & Italian,135,Brigham Young University,Benjamin,,Sparks,1537152,2,poor,TEACHER,PROFESSOR,1.8
Information Technology,135,Brigham Young University,James,,Speirs,2364625,1,good,TEACHER,PROFESSOR,4.0
Physics,135,Brigham Young University,Ross,,Spencer,387582,55,good,TEACHER,PROFESSOR,3.6
Writing,135,Brigham Young University,Kerry,,Spencer,488999,39,average,TEACHER,PROFESSOR,3.1
Economics,135,Brigham Young University,David,Eugene,Spencer,581518,24,good,TEACHER,PROFESSOR,3.5
Economics,135,Brigham Young University,David Eugene,,Spencer,1625976,2,good,TEACHER,PROFESSOR,4.2
English,135,Brigham Young University,Dane,,Spencer,1707319,16,average,TEACHER,PROFESSOR,3.1
Business,135,Brigham Young University,Megan,,Spencer,2605651,1,poor,TEACHER,PROFESSOR,1.0
Religion,135,Brigham Young University,Joseph,,Spencer,2048501,84,good,TEACHER,PROFESSOR,4.3
German,135,Brigham Young University,Thomas,,Spencer,1344833,12,average,TEACHER,PROFESSOR,3.0
Computer Science,135,Brigham Young University,George Bradley,,Spendlove,2585738,3,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Kip,,Sperry,598078,39,good,TEACHER,PROFESSOR,4.3
Accounting,135,Brigham Young University,Brian,,Spilker,1274715,8,good,TEACHER,PROFESSOR,4.0
Military Science,135,Brigham Young University,Lee,,Spindler,1239696,2,good,TEACHER,PROFESSOR,5.0
Music,135,Brigham Young University,Leland,,Spindler,1426418,1,good,TEACHER,PROFESSOR,4.5
German,135,Brigham Young University,Kajsa,,Spjut,1216107,3,good,TEACHER,PROFESSOR,4.8
Writing,135,Brigham Young University,Kaleigh,Jean,Spooner,2045202,7,average,TEACHER,PROFESSOR,3.0
Writing,135,Brigham Young University,Shelli,,Spotts,1859514,34,good,TEACHER,PROFESSOR,4.7
French,135,Brigham Young University,Anca,,Sprenger,592231,10,good,TEACHER,PROFESSOR,4.0
French,135,Brigham Young University,Scott,,Sprenger,603172,9,good,TEACHER,PROFESSOR,4.3
Health Science,135,Brigham Young University,Lori,,Spruance,2248960,4,good,TEACHER,PROFESSOR,5.0
Sign Language,135,Brigham Young University,Angela,,Spurgeon,2515296,1,good,TEACHER,PROFESSOR,5.0
Biology,135,Brigham Young University,Samuel,,St. Clair,1297274,36,good,TEACHER,PROFESSOR,4.2
Biology,135,Brigham Young University,Bryn,,St. Clair,2646841,1,good,TEACHER,PROFESSOR,5.0
Biology,135,Brigham Young University,Larry,,St. Clair,173557,161,average,TEACHER,PROFESSOR,2.8
Music,135,Brigham Young University,Ronald,,Staheli,434702,5,good,TEACHER,PROFESSOR,4.3
Spanish,135,Brigham Young University,Gloria,,Stallings,773776,30,good,TEACHER,PROFESSOR,4.3
Communication,135,Brigham Young University,Alan,W,Stallings,2368295,10,good,TEACHER,PROFESSOR,4.7
Music,135,Brigham Young University,John,,Skidmore,503688,12,good,TEACHER,PROFESSOR,3.8
Physical Sciences,135,Brigham Young University,Malcom,,Skinner,2529063,1,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Suzanne,,Skinner,2609463,3,average,TEACHER,PROFESSOR,3.3
Religion,135,Brigham Young University,Andrew,,Skinner,385628,44,good,TEACHER,PROFESSOR,4.2
Geology,135,Brigham Young University,Malcolm,,Skinner,928324,80,good,TEACHER,PROFESSOR,4.6
Science,135,Brigham Young University,Randy,,Skinner,256432,206,good,TEACHER,PROFESSOR,4.7
English,135,Brigham Young University,Royal,,Skousen,386561,22,average,TEACHER,PROFESSOR,3.4
Student Life,135,Brigham Young University,Luka,,Slabe,2093745,1,good,TEACHER,PROFESSOR,5.0
Visual Arts,135,Brigham Young University,John Michael,,Slade,1653629,3,good,TEACHER,PROFESSOR,4.5
Finance,135,Brigham Young University,Barrett,,Slade,981812,10,good,TEACHER,PROFESSOR,3.6
Art,135,Brigham Young University,Amanda,M,Slater,1803555,1,poor,TEACHER,PROFESSOR,1.5
English,135,Brigham Young University,Jarron,,Slater,1781664,9,good,TEACHER,PROFESSOR,4.7
Psychology,135,Brigham Young University,Brent,,Slife,287499,36,good,TEACHER,PROFESSOR,4.4
Health Science,135,Brigham Young University,Chantel,,Sloan,1894323,22,good,TEACHER,PROFESSOR,4.4
Electrical Engineering,135,Brigham Young University,Daniel,,Smalley,1974193,16,good,TEACHER,PROFESSOR,4.1
Philosophy,135,Brigham Young University,David,,Smart,1242930,3,good,TEACHER,PROFESSOR,4.7
Visual Arts,135,Brigham Young University,Brooke,Elaine,Smart,2097941,1,average,TEACHER,PROFESSOR,3.0
Spanish,135,Brigham Young University,Robert,,Smead,629873,33,average,TEACHER,PROFESSOR,3.1
Music,135,Brigham Young University,Ray,,Smith,641769,4,good,TEACHER,PROFESSOR,4.4
Mathematics,135,Brigham Young University,William Victor,,Smith,752662,16,average,TEACHER,PROFESSOR,2.9
Religion,135,Brigham Young University,Samuel Joseph,,Smith,911623,12,good,TEACHER,PROFESSOR,4.4
Family & Consumer Science,135,Brigham Young University,Marcia,,Smith,942892,20,good,TEACHER,PROFESSOR,4.4
Arabic,135,Brigham Young University,Andrew,,Smith,971081,15,good,TEACHER,PROFESSOR,4.0
Finance,135,Brigham Young University,A. Kim,,Smith,1213342,8,good,TEACHER,PROFESSOR,4.5
Communication,135,Brigham Young University,Stan,,Smith,1767722,4,average,TEACHER,PROFESSOR,2.9
Student Life,135,Brigham Young University,Nathan,,Smith,1806798,2,good,TEACHER,PROFESSOR,4.8
Biology,135,Brigham Young University,Ashlee,,Smith,2007575,1,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Mike,,Smith,2033816,1,average,TEACHER,PROFESSOR,3.0
English,135,Brigham Young University,Kelsey,,Smith,2116468,8,good,TEACHER,PROFESSOR,4.5
Mathematics,135,Brigham Young University,Dallas,,Smith,2268545,11,good,TEACHER,PROFESSOR,4.3
Religion,135,Brigham Young University,Doyle,Mick,Smith,2434429,14,good,TEACHER,PROFESSOR,3.7
Religion,135,Brigham Young University,Brian,,Smith,1609143,24,good,TEACHER,PROFESSOR,4.0
Dance,135,Brigham Young University,Tyler,,Smith,2550206,4,good,TEACHER,PROFESSOR,5.0
Communication,135,Brigham Young University,Ryan,H.,Smith,2561162,1,good,TEACHER,PROFESSOR,5.0
German,135,Brigham Young University,Laura,,Smith,600930,20,good,TEACHER,PROFESSOR,3.6
Organizational Ldrshp & Strat,135,Brigham Young University,Isaac,,Smith,2588377,5,good,TEACHER,PROFESSOR,4.6
Elementary Education,135,Brigham Young University,Leigh,,Smith,2252984,7,poor,TEACHER,PROFESSOR,1.6
Religious Studies,135,Brigham Young University,Timothy,,Smith,2207204,13,good,TEACHER,PROFESSOR,4.2
Writing,135,Brigham Young University,Amanda,Ann Ricks,Smith,2294834,46,good,TEACHER,PROFESSOR,4.5
Biology,135,Brigham Young University,Tom,,Smith,1121604,32,good,TEACHER,PROFESSOR,4.1
Student Life,135,Brigham Young University,Loren,,Smith,2255857,2,good,TEACHER,PROFESSOR,5.0
Communication,135,Brigham Young University,Staci,Bushnell,Smith,2585788,9,average,TEACHER,PROFESSOR,3.0
Communication,135,Brigham Young University,Brian,G,Smith,2641584,8,good,TEACHER,PROFESSOR,4.1
Religion,135,Brigham Young University,Robert,,Smith,2524921,18,poor,TEACHER,PROFESSOR,2.0
English,135,Brigham Young University,Jacqueline,,Smith,2462586,3,good,TEACHER,PROFESSOR,3.7
Music,135,Brigham Young University,Christian,,Smith,562686,11,good,TEACHER,PROFESSOR,4.7
Education,135,Brigham Young University,Barbara,,Smith,1401911,18,average,TEACHER,PROFESSOR,2.5
Chemistry,135,Brigham Young University,Stacey,,Smith,1887126,67,good,TEACHER,PROFESSOR,4.3
Religion,135,Brigham Young University,Bob,,Smith,2785414,1,average,TEACHER,PROFESSOR,3.0
Religion,135,Brigham Young University,Hank,,Smith,1461626,419,good,TEACHER,PROFESSOR,5.0
Accounting,135,Brigham Young University,Steve,,Smith,2151204,5,good,TEACHER,PROFESSOR,4.6
Construction Management,135,Brigham Young University,James,,Smith,2344640,6,good,TEACHER,PROFESSOR,4.5
Construction,135,Brigham Young University,James,,Smtih,2342599,1,good,TEACHER,PROFESSOR,5.0
Physical Education,135,Brigham Young University,James,Timothy,Snarr,2150766,3,good,TEACHER,PROFESSOR,4.3
Physics,135,Brigham Young University,Clark,,Snelgrove,2060682,11,poor,TEACHER,PROFESSOR,1.5
French  Italian,135,Brigham Young University,Melanie,,Storey,2108880,1,good,TEACHER,PROFESSOR,3.5
Management Communications,135,Brigham Young University,Ross,,Storey,2161967,2,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Larry,,Stott,732037,11,good,TEACHER,PROFESSOR,4.4
Economics,135,Brigham Young University,John,,Stovall,2051789,17,average,TEACHER,PROFESSOR,3.1
Dance,135,Brigham Young University,Samuel,,Stowell,2562603,3,good,TEACHER,PROFESSOR,5.0
Biology,135,Brigham Young University,Joshua,,Stowers,1500040,6,good,TEACHER,PROFESSOR,4.9
Chemistry,135,Brigham Young University,Kara,,Stowers,1973767,20,average,TEACHER,PROFESSOR,3.5
History,135,Brigham Young University,Shane,,Strate,1186285,53,average,TEACHER,PROFESSOR,3.3
Writing,135,Brigham Young University,Candice,,Stratford,2326894,9,good,TEACHER,PROFESSOR,4.2
History,135,Brigham Young University,Edward,,Stratford,1350796,69,good,TEACHER,PROFESSOR,3.7
Religion,135,Brigham Young University,Gaye,,Strathearn,76226,118,good,TEACHER,PROFESSOR,3.6
Spanish,135,Brigham Young University,Jacob,,Strawn,2661188,1,good,TEACHER,PROFESSOR,5.0
Recreation,135,Brigham Young University,Corbin,,Stringam,2641556,1,good,TEACHER,PROFESSOR,5.0
Classics,135,Brigham Young University,Polyxeni,,Strolonga,1236343,5,average,TEACHER,PROFESSOR,2.7
History,135,Brigham Young University,Brent,,Strong,209044,65,average,TEACHER,PROFESSOR,3.3
Religion,135,Brigham Young University,Kirk,,Strong,1342955,2,good,TEACHER,PROFESSOR,5.0
Spanish,135,Brigham Young University,Robert,Marvin,Strong,2584322,9,good,TEACHER,PROFESSOR,4.1
Linguistics,135,Brigham Young University,Diane,,Strong-Krause,1785564,4,good,TEACHER,PROFESSOR,4.5
Religion,135,Brigham Young University,Joseph,,Stuart,2396096,8,good,TEACHER,PROFESSOR,4.5
Student Services,135,Brigham Young University,Jarom,Taylor,Stubbs,2470670,2,good,TEACHER,PROFESSOR,5.0
Linguistics,135,Brigham Young University,Heather,,Sturman,1895253,6,good,TEACHER,PROFESSOR,3.8
Spanish,135,Brigham Young University,Paz,,Stutzman,1264541,3,good,TEACHER,PROFESSOR,5.0
Spanish,135,Brigham Young University,Paula,,Suarez,2132726,1,good,TEACHER,PROFESSOR,5.0
Biology,135,Brigham Young University,Sterling,,Sudweeks,269488,13,good,TEACHER,PROFESSOR,4.6
Finance,135,Brigham Young University,Bryan,,Sudweeks,678779,39,average,TEACHER,PROFESSOR,3.4
Physiology,135,Brigham Young University,Arminda,,Suli,1893277,12,good,TEACHER,PROFESSOR,4.0
Visual Arts,135,Brigham Young University,Sean,,Sullivan,2355826,1,good,TEACHER,PROFESSOR,4.0
Spanish,135,Brigham Young University,Brenna,,Sullivan,2721034,1,good,TEACHER,PROFESSOR,5.0
Communication Disorders,135,Brigham Young University,Connie,,Summers,2563863,3,average,TEACHER,PROFESSOR,3.3
Accounting,135,Brigham Young University,Scott,,Summers,869703,11,good,TEACHER,PROFESSOR,4.1
Nursing,135,Brigham Young University,Scott,,Summers,2330005,6,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Kelly,,Summers,1049283,28,good,TEACHER,PROFESSOR,3.8
Family Life,135,Brigham Young University,Brock,,Sumner,2528216,3,good,TEACHER,PROFESSOR,4.0
Accounting,135,Brigham Young University,Monte,,Swain,594202,17,good,TEACHER,PROFESSOR,4.8
English,135,Brigham Young University,Julie,,Swallow,1319379,21,good,TEACHER,PROFESSOR,4.2
Humanities,135,Brigham Young University,Debra,,Sowell,359056,38,average,TEACHER,PROFESSOR,3.5
Communication,135,Brigham Young University,Emily,,Spackman,2689151,1,good,TEACHER,PROFESSOR,5.0
Management Communications,135,Brigham Young University,Andy,,Spackman,1931044,51,good,TEACHER,PROFESSOR,4.2
Psychology,135,Brigham Young University,Diane,,Spangler,1210846,2,poor,TEACHER,PROFESSOR,2.0
French & Italian,135,Brigham Young University,Benjamin,,Sparks,1537152,2,poor,TEACHER,PROFESSOR,1.8
Information Technology,135,Brigham Young University,James,,Speirs,2364625,1,good,TEACHER,PROFESSOR,4.0
Physics,135,Brigham Young University,Ross,,Spencer,387582,55,good,TEACHER,PROFESSOR,3.6
Writing,135,Brigham Young University,Kerry,,Spencer,488999,39,average,TEACHER,PROFESSOR,3.1
Economics,135,Brigham Young University,David,Eugene,Spencer,581518,24,good,TEACHER,PROFESSOR,3.5
Economics,135,Brigham Young University,David Eugene,,Spencer,1625976,2,good,TEACHER,PROFESSOR,4.2
English,135,Brigham Young University,Dane,,Spencer,1707319,16,average,TEACHER,PROFESSOR,3.1
Business,135,Brigham Young University,Megan,,Spencer,2605651,1,poor,TEACHER,PROFESSOR,1.0
German,135,Brigham Young University,Thomas,,Spencer,1344833,12,average,TEACHER,PROFESSOR,3.0
Religion,135,Brigham Young University,Joseph,,Spencer,2048501,88,good,TEACHER,PROFESSOR,4.3
Computer Information Systems,135,Brigham Young University,Jessica,,Spencer,2807818,1,good,TEACHER,PROFESSOR,5.0
Computer Science,135,Brigham Young University,George Bradley,,Spendlove,2585738,3,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Kip,,Sperry,598078,39,good,TEACHER,PROFESSOR,4.3
Accounting,135,Brigham Young University,Brian,,Spilker,1274715,8,good,TEACHER,PROFESSOR,4.0
Religion,135,Brigham Young University,Lisa,O,Tait,1895275,1,good,TEACHER,PROFESSOR,5.0
Psychology,135,Brigham Young University,Veronika,,Tait,2439102,3,average,TEACHER,PROFESSOR,3.3
English,135,Brigham Young University,John,,Talbot,75860,60,good,TEACHER,PROFESSOR,4.1
Student Services,135,Brigham Young University,Bridger,,Talbot,2730743,2,good,TEACHER,PROFESSOR,4.5
Recreation,135,Brigham Young University,Stacy,,Taniguchi,440991,16,average,TEACHER,PROFESSOR,3.4
Accounting,135,Brigham Young University,Janet,,Tanner,1202961,8,average,TEACHER,PROFESSOR,3.4
Writing,135,Brigham Young University,Lindsay,,Tanner,2184138,5,average,TEACHER,PROFESSOR,3.0
Linguistics,135,Brigham Young University,Mark,,Tanner,2185662,4,good,TEACHER,PROFESSOR,5.0
Communication Disorders,135,Brigham Young University,Kristine,,Tanner,1800943,10,good,TEACHER,PROFESSOR,3.5
English As A Second Language,135,Brigham Young University,Mark,,Tanner,2185656,2,good,TEACHER,PROFESSOR,5.0
Mathematics Education,135,Brigham Young University,Amy,,Tanner,1804311,15,good,TEACHER,PROFESSOR,4.5
Linguistics,135,Brigham Young University,Nancy,,Tarawhiti,1215277,7,good,TEACHER,PROFESSOR,3.7
Statistics,135,Brigham Young University,Eleanor,,Tass,1966900,17,average,TEACHER,PROFESSOR,3.3
Humanities,135,Brigham Young University,George,,Tate,429845,19,good,TEACHER,PROFESSOR,4.2
Information Technology,135,Brigham Young University,Albert,,Tay,2734080,2,poor,TEACHER,PROFESSOR,2.0
Accounting,135,Brigham Young University,William,B.,Tayler,1825213,2,good,TEACHER,PROFESSOR,5.0
Accounting,135,Brigham Young University,Bill,,Tayler,2240047,1,good,TEACHER,PROFESSOR,5.0
Family Studies,135,Brigham Young University,David,,Taylor,225639,29,average,TEACHER,PROFESSOR,3.4
Physics,135,Brigham Young University,Benjamin,,Taylor,395635,5,average,TEACHER,PROFESSOR,2.8
Engineering,135,Brigham Young University,Clark,,Taylor,532462,7,good,TEACHER,PROFESSOR,3.8
Linguistics,135,Brigham Young University,Joey,,Stanley,2642601,5,good,TEACHER,PROFESSOR,5.0
German,135,Brigham Young University,Tyler,,Stapleton,1936498,2,good,TEACHER,PROFESSOR,4.8
Mathematics,135,Brigham Young University,Tami,,Stark,2449411,3,good,TEACHER,PROFESSOR,5.0
Accounting,135,Brigham Young University,Jared,Richard,Stark,2647697,4,good,TEACHER,PROFESSOR,5.0
Science,135,Brigham Young University,Michael,,Stark,152444,53,good,TEACHER,PROFESSOR,3.5
Not Specified,135,Brigham Young University,Ryan,,Starks,1666838,11,good,TEACHER,PROFESSOR,3.8
Physiology,135,Brigham Young University,Tyler,,Starley,2671330,12,good,TEACHER,PROFESSOR,5.0
Anthropology,135,Brigham Young University,Paul,R,Stavast,2637764,1,good,TEACHER,PROFESSOR,5.0
Dance,135,Brigham Young University,Dominique,,Stay,1751049,4,good,TEACHER,PROFESSOR,4.6
English,135,Brigham Young University,Lori,,Steadman,353463,35,good,TEACHER,PROFESSOR,3.8
Teaching & Learning,135,Brigham Young University,Kimberly,,Stebbins,1751253,1,average,TEACHER,PROFESSOR,2.5
Food Science,135,Brigham Young University,Frost,,Steele,842381,28,good,TEACHER,PROFESSOR,4.5
Psychology,135,Brigham Young University,Patrick,,Steffen,692369,33,good,TEACHER,PROFESSOR,4.0
Psychology,135,Brigham Young University,Scott,,Steffensen,765897,56,good,TEACHER,PROFESSOR,3.5
Humanities,135,Brigham Young University,Kirsten,,Steiger,1409043,2,good,TEACHER,PROFESSOR,4.8
Linguistics,135,Brigham Young University,Lane,,Steinagel,745043,6,good,TEACHER,PROFESSOR,3.9
English,135,Brigham Young University,Makayla,Camille,Steiner,2761605,2,good,TEACHER,PROFESSOR,5.0
Latin,135,Brigham Young University,Andrew,,Stephens,1393976,1,good,TEACHER,PROFESSOR,5.0
Physical Sciences,135,Brigham Young University,Denise,,Stephens,973171,61,good,TEACHER,PROFESSOR,4.2
Computer Science,135,Brigham Young University,Thomas,E,Stephens,2151115,6,average,TEACHER,PROFESSOR,3.2
Health Science,135,Brigham Young University,Mark,,Stevenett,1708516,2,good,TEACHER,PROFESSOR,5.0
Agriculture,135,Brigham Young University,Mike,,Stevens,281626,15,average,TEACHER,PROFESSOR,3.1
Biology,135,Brigham Young University,Mikel,,Stevens,1197732,23,average,TEACHER,PROFESSOR,3.0
Civil Engineering,135,Brigham Young University,Robert,James,Stevens,2242367,1,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Bruce,,Stewart,887418,10,good,TEACHER,PROFESSOR,5.0
Accounting,135,Brigham Young University,Dave,,Stewart,979479,4,good,TEACHER,PROFESSOR,3.9
Chemical Engineering,135,Brigham Young University,Nicole,,Stewart,1786965,6,good,TEACHER,PROFESSOR,4.2
English,135,Brigham Young University,Scott,Bruce,Stewart,1999144,7,good,TEACHER,PROFESSOR,4.3
Humanities,135,Brigham Young University,Kristy,,Stewart,2443162,4,good,TEACHER,PROFESSOR,4.5
Life Sciences,135,Brigham Young University,Ryan,J,Stewart,1780027,14,average,TEACHER,PROFESSOR,3.1
Accounting,135,Brigham Young University,Bryan,,Stewart,1894487,3,good,TEACHER,PROFESSOR,3.5
Business Administration,135,Brigham Young University,James,,Stice,563026,59,good,TEACHER,PROFESSOR,4.5
Accounting,135,Brigham Young University,Earl,,Stice,386858,293,good,TEACHER,PROFESSOR,4.7
Political Science,135,Brigham Young University,Kendall,,Stiles,602452,52,average,TEACHER,PROFESSOR,2.9
Writing,135,Brigham Young University,Brandon,M,Stillwell,2393364,2,good,TEACHER,PROFESSOR,4.0
Elementary Education,135,Brigham Young University,Leslie,,Stilson,2156313,6,good,TEACHER,PROFESSOR,5.0
Fine Arts,135,Brigham Young University,Miriam,,Stimpson,914370,22,average,TEACHER,PROFESSOR,2.8
English,135,Brigham Young University,Shannon Melee,,Stimpson,1653668,1,good,TEACHER,PROFESSOR,4.5
English,135,Brigham Young University,David,,Stock,1884784,9,average,TEACHER,PROFESSOR,3.4
Accounting,135,Brigham Young University,Kevin,,Stocks,1294293,19,good,TEACHER,PROFESSOR,4.8
Communication,135,Brigham Young University,Ted,,Stoddard,1005516,6,average,TEACHER,PROFESSOR,2.8
Religion,135,Brigham Young University,John,,Stohlton,22491,79,good,TEACHER,PROFESSOR,3.8
Communication,135,Brigham Young University,Kevin,,Stoker,538655,29,good,TEACHER,PROFESSOR,3.5
Physics,135,Brigham Young University,Harold,,Stokes,256633,75,good,TEACHER,PROFESSOR,3.8
Chemistry,135,Brigham Young University,Ryjul,Wynn,Stokes,2024479,10,good,TEACHER,PROFESSOR,4.9
Dance,135,Brigham Young University,Nicole,,Stolle,2054651,4,good,TEACHER,PROFESSOR,4.8
Business,135,Brigham Young University,Bernell,,Stone,834346,11,poor,TEACHER,PROFESSOR,1.6
Spanish,135,Brigham Young University,Blake,,Stone,2405016,7,good,TEACHER,PROFESSOR,4.1
Communication Disorders,135,Brigham Young University,Katie,,Stone,2660014,3,good,TEACHER,PROFESSOR,4.7
Japanese,135,Brigham Young University,Jack,,Stoneman,815808,8,good,TEACHER,PROFESSOR,4.4
French  Italian,135,Brigham Young University,Melanie,,Storey,2108880,1,good,TEACHER,PROFESSOR,3.5
Management Communications,135,Brigham Young University,Ross,,Storey,2161967,2,good,TEACHER,PROFESSOR,5.0
Communication,135,Brigham Young University,Steven,,Thomsen,532721,16,good,TEACHER,PROFESSOR,4.4
Writing,135,Brigham Young University,Heather,,Thomson,1922645,2,good,TEACHER,PROFESSOR,3.5
Writing,135,Brigham Young University,Tamara,,Thomson,2536533,7,good,TEACHER,PROFESSOR,4.7
English,135,Brigham Young University,Tamara,,Thomson,2551676,3,good,TEACHER,PROFESSOR,4.7
Physiology,135,Brigham Young University,David,,Thomson,1109732,54,good,TEACHER,PROFESSOR,4.3
